drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
"metastatic malignant neoplasm in the brain <> inhibitor, angiogenesis",0,1,2,2,1,1,0,1,1,0
metastatic malignant neoplasm in the brain <> ipilimumab,1,1,1,4,1,2,1,1,1,0
metastatic malignant neoplasm in the brain <> irinotecan,1,2,2,4,2,4,0,1,4,0
metastatic malignant neoplasm in the brain <> irinotecan hydrochloride,0,2,1,2,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> monoclonal antibody,1,2,2,2,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> neratinib,1,1,0,2,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> osimertinib,1,3,2,4,3,4,0,2,2,0
metastatic malignant neoplasm in the brain <> paclitaxel,1,2,8,5,5,11,0,6,11,0
metastatic malignant neoplasm in the brain <> tamoxifen,1,1,0,3,1,1,0,1,1,0
metastatic malignant neoplasm in the brain <> temozolomide,1,1,2,5,3,3,1,1,3,0
metastatic malignant neoplasm in the brain <> tpi-287,0,2,3,1,1,1,0,1,1,0
metastatic malignant neoplasm in the brain <> trametinib,1,1,1,1,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> tyrosine kinase inhibitors,0,1,1,0,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> vandetanib,1,1,1,2,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> vardenafil,0,1,0,4,1,1,0,1,1,0
metastatic malignant neoplasm in the brain <> vemurafenib,1,1,1,1,1,3,0,0,3,0
metastatic malignant neoplasm in the brain <> vinorelbine,1,1,1,4,1,2,1,1,2,0
metastatic malignant neoplasm in the brain <> vorinostat,1,1,2,2,1,2,0,2,2,0
metastatic malignant neoplasm in the brain <> zd 6474,1,1,1,2,1,1,0,0,1,0
methamphetamine dependence <> buprenorphine,0,1,1,1,1,1,0,0,1,0
methamphetamine dependence <> methylphenidate,0,1,0,0,2,3,0,1,2,0
methamphetamine dependence <> ondansetron,0,0,0,0,1,1,1,0,0,0
"migraine disorder <> 3 inhibitor, phosphodiesterase",0,1,1,3,1,1,0,0,1,0
migraine disorder <> botulinum toxin,0,2,2,2,1,2,1,0,1,0
migraine disorder <> cilostazol,0,1,1,2,1,1,0,0,1,0
migraine disorder <> dinoprostone,1,1,1,1,1,1,0,0,1,0
"migraine disorder <> dioxide, carbon",0,1,1,0,1,1,1,0,1,0
migraine disorder <> dronabinol,1,1,1,1,3,3,0,1,3,0
migraine disorder <> estradiol,1,2,3,5,2,10,3,0,8,0
migraine disorder <> gabapentin,1,1,2,4,4,5,1,2,5,0
migraine disorder <> incobotulinumtoxina,1,2,4,4,4,7,4,2,7,0
"migraine disorder <> intestinal peptide, vasoactive",1,2,4,3,6,8,2,2,8,0
migraine disorder <> lbr-101,0,1,0,2,1,1,0,0,1,0
"migraine disorder <> monoxide, carbon",0,1,1,0,1,1,1,0,1,0
migraine disorder <> nitroglycerin,1,3,10,5,13,51,22,15,41,0
migraine disorder <> pacap38,1,2,4,4,7,10,1,0,9,0
migraine disorder <> pituitary adenylate cyclase activating polypeptide,1,2,4,4,5,10,2,1,10,0
migraine disorder <> salicylamides,0,1,1,4,1,2,0,0,2,0
migraine disorder <> somatostatin,0,1,1,2,1,1,0,0,0,0
migraine disorder <> somatostatin analog,0,2,2,1,1,1,0,0,0,0
migraine disorder <> tonabersat,0,1,1,3,1,1,0,0,1,0
migraine disorder <> trpv1 receptor antagonist,0,1,1,1,1,1,0,0,0,0
migraine with aura <> quinidine,0,1,1,1,1,1,0,0,1,0
mild cognitive impairment <> ladostigil,0,1,1,3,1,1,0,1,1,0
mild cognitive impairment <> melatonin,0,1,1,2,1,1,1,1,1,0
mild cognitive impairment <> nicotine,0,2,1,1,1,1,0,1,1,0
mild traumatic brain injury <> acetylcysteine,0,1,1,3,1,1,0,0,1,0
mild traumatic brain injury <> lithium,0,1,1,3,1,1,0,1,1,0
mild traumatic brain injury <> melatonin,0,1,1,3,1,1,1,1,1,0
mild traumatic brain injury <> ondansetron,0,1,1,2,1,1,1,1,1,0
mitochondrial encephalomyopathy <> arginine,0,2,3,2,2,2,0,0,1,0
miyoshi myopathy <> alemtuzumab,1,1,1,1,1,1,0,0,1,0
miyoshi myopathy <> doxorubicin,0,0,0,2,1,1,0,0,0,0
miyoshi myopathy <> elotuzumab,1,1,1,1,1,1,0,1,1,0
mood disorder <> buspirone,1,2,2,1,1,1,0,0,1,0
mood disorder <> clonidine,1,1,1,2,1,1,0,0,1,0
mood disorder <> esketamine,0,1,1,1,1,1,0,0,1,0
mood disorder <> ketamine,1,3,3,5,6,8,3,2,8,0
mood disorder <> mifepristone,0,1,1,1,1,1,1,0,1,0
mood disorder <> nmda antagonist,1,1,1,1,1,1,0,0,1,0
mood disorder <> r-38486,0,1,1,1,1,1,1,0,1,0
mood disorder <> second-generation antipsychotics,0,1,1,1,1,1,0,0,1,0
motor neuron disorder <> riluzole,1,3,4,3,6,9,4,1,7,0
motor neuron disorder <> tamoxifen,0,1,0,1,1,1,0,0,0,0
movement disorder <> apomorphine,1,1,1,2,2,2,1,0,1,0
movement disorder <> dopamine agonist,1,1,0,2,1,1,0,0,1,0
movement disorder <> topiramate,1,1,1,2,1,1,1,0,1,0
multiple sclerosis <> 123i-clinde,0,1,1,2,1,1,0,0,0,0
multiple sclerosis <> 17-hydro-9-dehydro-andrographolide,1,1,2,4,1,1,0,0,1,0
multiple sclerosis <> acetylcysteine,1,2,5,4,7,14,4,4,11,0
"multiple sclerosis <> acid, uric",1,2,3,4,2,4,0,0,0,0
"multiple sclerosis <> agent, immunosuppressive",1,0,0,2,1,1,0,0,0,0
multiple sclerosis <> amiloride,1,1,2,4,2,3,1,1,3,0
multiple sclerosis <> antibody,0,1,1,2,1,1,1,0,0,0
multiple sclerosis <> atorvastatin,1,2,6,4,2,6,2,0,5,0
multiple sclerosis <> beta 1 interferon,0,2,0,2,1,1,0,0,0,0
multiple sclerosis <> caffeine,1,2,2,4,2,2,1,2,2,0
"multiple sclerosis <> carbonate, lithium",0,1,1,0,1,1,0,0,0,0
multiple sclerosis <> clemastine,0,2,2,4,3,3,1,0,3,0
multiple sclerosis <> clemastine fumarate,0,1,0,3,1,1,1,0,1,0
"multiple sclerosis <> colony-stimulating factor, granulocyte-macrophage",1,1,2,4,4,4,0,1,3,0
multiple sclerosis <> dexamethasone,1,3,11,5,11,23,5,2,13,0
multiple sclerosis <> dexrazoxane,1,1,1,4,1,1,1,0,1,0
multiple sclerosis <> endogenous antioxidants,1,0,0,1,1,1,0,0,0,0
multiple sclerosis <> epon,1,1,2,5,2,2,1,0,2,0
multiple sclerosis <> epoxy resins,1,1,2,5,2,2,1,0,2,0
multiple sclerosis <> estradiol,1,2,11,5,5,12,1,1,7,0
multiple sclerosis <> estrogens,1,2,14,5,6,26,5,2,17,0
multiple sclerosis <> filgrastim,1,1,2,4,1,1,0,0,0,0
multiple sclerosis <> fluoxetine,1,2,1,4,2,2,1,2,1,0
multiple sclerosis <> idebenone,1,1,1,4,1,1,1,0,1,0
multiple sclerosis <> immunoglobulins,0,1,1,0,1,1,0,0,0,0
multiple sclerosis <> immunomodulator,1,1,1,3,2,2,0,0,1,0
multiple sclerosis <> insulin-like growth factor i,0,1,0,1,1,1,0,0,0,0
multiple sclerosis <> interferon alfa,1,1,5,4,1,3,0,0,1,0
multiple sclerosis <> interferon type i,1,2,5,3,2,3,0,0,0,0
multiple sclerosis <> lamotrigine,0,1,2,3,1,2,1,1,1,0
multiple sclerosis <> linoleate,0,0,0,3,1,1,0,0,1,0
multiple sclerosis <> linoleic acid,0,0,0,3,1,1,0,0,1,0
multiple sclerosis <> lithium,1,1,3,4,2,2,0,0,1,0
"multiple sclerosis <> lymphocyte immune globulin, anti thymocyte globulin",0,1,2,3,1,1,0,0,1,0
multiple sclerosis <> melatonin,1,3,2,4,7,12,4,7,9,0
multiple sclerosis <> minocycline,1,2,13,5,10,26,12,7,18,0
multiple sclerosis <> monoclonal antibody,1,2,15,5,7,19,11,2,14,0
multiple sclerosis <> olesoxime,0,2,1,3,1,1,0,1,1,0
multiple sclerosis <> omega-6 fatty acids,0,2,2,3,3,3,0,0,0,0
multiple sclerosis <> oxcarbazepine,1,1,5,5,1,2,2,2,2,0
multiple sclerosis <> phenytoin,0,1,3,4,2,4,2,3,3,0
multiple sclerosis <> pioglitazone,1,2,4,5,6,9,1,0,4,0
multiple sclerosis <> polyunsaturated fatty acids,0,0,0,2,1,1,0,0,0,0
multiple sclerosis <> prednisolone,1,1,3,4,2,3,2,0,2,0
multiple sclerosis <> quetiapine,1,1,1,4,1,1,0,0,1,0
multiple sclerosis <> riluzole,1,1,3,3,1,1,1,0,1,0
multiple sclerosis <> rolipram,1,3,6,4,6,10,4,0,6,0
multiple sclerosis <> rtl-1000,1,1,1,4,1,1,1,1,1,0
multiple sclerosis <> sildenafil,1,1,1,2,1,1,1,1,1,0
multiple sclerosis <> sphingosine,0,0,0,1,1,1,0,0,0,0
multiple system atrophy <> rasagiline,0,2,1,4,2,2,1,1,2,0
multiple system atrophy <> rifampin,0,1,0,2,1,1,1,0,0,0
muscle spasms <> baclofen,0,1,4,1,1,1,0,0,1,0
muscular atrophy <> 3-hydroxybutyrate,0,1,1,2,1,1,0,1,1,0
"muscular atrophy <> acid, docosahexaenoic",0,1,0,2,1,1,0,1,0,0
"muscular atrophy <> amino acids, branched chain",0,2,3,3,3,6,2,4,5,0
muscular atrophy <> beta-hydroxyisovaleric acid,0,2,2,2,2,2,0,1,2,0
muscular atrophy <> docosahexaenoate,0,1,0,2,1,1,0,1,0,0
muscular atrophy <> eicosapentaenoate,0,0,0,2,1,1,0,1,0,0
muscular atrophy <> eicosapentaenoic acid,0,0,0,2,1,1,0,1,0,0
muscular atrophy <> growth differentiation factor 8,0,1,1,1,1,1,0,0,1,0
muscular atrophy <> hydroxy-beta-methylbutyrate,1,4,5,4,7,7,0,5,5,0
muscular atrophy <> insulin-like growth factor binding protein 3,0,1,1,2,1,1,0,1,1,0
muscular atrophy <> leucine,1,3,5,3,7,10,1,6,9,0
muscular atrophy <> sirolimus,1,3,5,5,5,9,1,4,7,0
muscular atrophy <> vitamin d,0,2,3,3,2,2,0,1,2,0
muscular dystrophy <> granulocyte colony stimulating factor,0,1,2,1,1,1,0,0,1,0
mutism <> fluoxetine,0,1,0,0,1,1,0,0,0,0
"myalgic encephalomeyelitis/chronic fatigue syndrome <> amino acids, branched chain",1,1,0,1,1,1,0,0,0,0
myalgic encephalomeyelitis/chronic fatigue syndrome <> creatine,0,1,1,3,1,1,0,1,1,0
myasthenia gravis <> bortezomib,1,2,4,4,2,3,3,0,2,0
"myasthenia gravis <> colony-stimulating factor, granulocyte-macrophage",1,1,1,3,1,3,2,1,3,0
myasthenia gravis <> cyclophosphamide,1,1,1,2,1,1,0,1,1,0
"myasthenia gravis <> lymphocyte immune globulin, anti thymocyte globulin",1,2,1,1,0,1,0,0,0,0
myasthenia gravis <> prednisolone,1,2,4,3,1,8,0,1,0,0
myasthenia gravis <> proteasome inhibition,1,2,4,4,2,2,2,0,1,0
myopathy <> pituitary growth hormone,0,1,1,2,1,1,0,0,1,0
myopathy <> pravastatin,0,2,2,2,2,3,1,0,0,0
myopathy <> vitamin e,0,0,1,1,1,1,0,1,1,0
narcolepsy <> orexin a,1,2,2,4,3,6,0,0,5,0
narcolepsy <> stimulants,0,0,0,1,2,2,0,0,0,0
neonatal brain injury <> erythropoietin,1,2,4,5,3,7,3,4,6,0
neoplastic meningitis <> bevacizumab,1,2,2,4,2,2,1,1,2,0
neoplastic meningitis <> busulfan,1,1,0,1,1,1,0,0,0,0
neoplastic meningitis <> etoposide,0,1,1,1,1,1,0,0,0,0
neoplastic meningitis <> gefitinib,1,1,0,1,1,1,0,0,1,0
neoplastic meningitis <> osimertinib,1,1,0,2,1,3,0,0,3,0
neoplastic meningitis <> trastuzumab,1,1,2,4,2,3,0,1,3,0
nervous system disorder <> erythropoietin,1,2,2,2,1,1,0,0,1,0
nervous system disorder <> granulocyte colony stimulating factor,0,1,1,2,1,1,0,0,0,0
nervous system injury <> clonidine,0,1,3,2,4,8,5,3,8,0
nervous system injury <> estradiol,1,1,1,1,1,1,0,0,0,0
nervous system injury <> estrogens,1,1,1,1,1,1,0,0,0,0
nervous system injury <> fk-506,1,3,7,3,3,5,3,4,5,0
nervous system injury <> ketorolac,0,1,1,2,1,1,0,1,1,0
nervous system injury <> lidocaine,0,1,1,2,3,3,1,1,2,0
nervous system injury <> naproxen,1,1,2,2,1,1,1,0,0,0
nervous system injury <> tacrolimus,1,3,7,3,3,5,3,4,5,0
nervous system injury <> valproate,1,1,1,3,1,2,2,0,2,0
"neural tube defects, susceptibility to <> inositol",1,2,9,2,4,6,1,3,1,0
neuralgia <> (+-)-milnacipran,1,2,5,4,7,16,7,3,15,0
neuralgia <> acetylcarnitine,0,2,3,4,2,6,5,2,6,0
neuralgia <> adenosine,0,1,1,2,3,6,1,2,6,0
neuralgia <> ara290,1,2,2,4,2,5,1,3,4,0
neuralgia <> atenolol,0,1,1,0,1,1,0,0,1,0
neuralgia <> av-411,0,1,3,3,1,1,1,0,0,0
neuralgia <> benphothiamine,1,2,1,3,2,2,0,0,1,0
neuralgia <> bicifadine,0,2,4,4,1,1,1,1,1,0
"neuralgia <> blue, methylene",0,1,1,1,2,2,0,1,1,0
neuralgia <> cisplatin,1,3,5,4,4,5,1,1,5,0
neuralgia <> clobazam,1,1,2,2,1,2,1,0,0,0
neuralgia <> cycloserine,0,1,1,1,1,1,1,0,1,0
neuralgia <> d-methadone,0,1,1,2,1,1,0,0,1,0
neuralgia <> dextromethorphan,0,2,4,5,10,15,4,4,13,0
neuralgia <> ethosuximide,1,2,2,2,6,7,2,1,6,0
neuralgia <> gabaa agonists,0,1,1,1,1,1,0,0,1,0
neuralgia <> gamma-aminobutyrate,1,3,7,5,13,19,5,3,15,0
"neuralgia <> hydrochloride, venlafaxine",0,1,1,1,1,1,1,1,1,0
neuralgia <> ibuprofen,0,2,4,4,5,9,6,3,8,0
neuralgia <> krn 5500,0,1,1,0,1,2,1,0,2,0
neuralgia <> menthol,0,2,3,4,4,4,2,1,4,0
neuralgia <> midazolam,0,2,3,3,6,8,3,2,7,0
neuralgia <> nerve growth factor,1,2,6,4,12,21,10,11,17,0
neuralgia <> nmda receptor antagonist,1,3,8,4,6,9,1,0,9,0
neuralgia <> no donor,0,2,5,2,2,4,2,0,4,0
neuralgia <> norketamine,1,1,4,3,2,3,1,2,3,0
neuralgia <> ns1209,0,2,1,3,1,2,1,0,2,0
"neuralgia <> oxide, nitric",1,2,4,4,5,6,1,2,6,0
"neuralgia <> oxide, nitrous",0,1,1,1,1,2,0,2,2,0
neuralgia <> oxytocin,0,1,1,2,2,2,1,0,1,0
neuralgia <> paclitaxel,1,2,5,5,8,21,12,7,18,0
neuralgia <> parecoxib,1,1,2,2,2,2,1,1,2,0
neuralgia <> quinidine,0,1,1,2,2,2,0,0,2,0
neuralgia <> rufinamide,0,1,1,1,1,1,1,0,1,0
neuralgia <> sulfasalazine,0,2,4,3,2,2,1,1,1,0
"neuralgia <> sulfate, morphine",0,1,1,0,1,1,0,0,1,0
neuralgia <> terbutaline,0,1,1,3,1,1,0,0,1,0
neuralgia <> tetrodotoxin,1,2,5,4,9,17,9,3,15,0
neuralgia <> tricyclic antidepressants,0,1,1,2,2,2,0,0,1,0
neuralgia <> valproate,1,2,4,4,5,9,6,4,7,0
neuralgia <> valproic acid,1,2,3,4,4,7,5,4,5,0
neuralgia <> vincristine,0,2,4,3,4,4,1,1,4,0
neuralgia <> vitamin d,1,1,3,2,3,3,1,0,2,0
neuralgia <> xp 13512,1,2,1,2,1,1,0,0,1,0
neuralgia <> β-mimetics,0,1,1,3,1,1,0,0,1,0
neurobehavioral disorder with prenatal alcohol exposure <> choline,1,2,2,4,2,6,5,5,5,0
neurodegenerative disease <> creatine,0,0,0,1,1,1,0,0,1,0
neurodegenerative disease <> endogenous antioxidants,0,1,1,4,2,2,0,0,0,0
neurodegenerative disease <> histone deacetylase inhibitor,1,2,2,3,3,3,1,1,2,0
neurodegenerative disease <> niacinamide,0,2,3,1,1,2,0,0,0,0
neurodegenerative disease <> nmda receptor antagonist,0,1,2,4,3,3,1,1,2,0
neurodegenerative disease <> pyruvate,1,1,1,0,1,1,0,0,0,0
neurofibroma <> everolimus,0,1,2,3,1,1,0,1,1,0
neurofibroma <> imatinib,1,1,2,2,1,2,0,1,2,0
neurofibroma <> mek inhibitor,1,2,0,5,1,2,1,2,1,0
"neurofibroma <> mesylate, imatinib",1,1,1,2,1,1,0,0,1,0
neurofibroma <> mtor inhibitor,0,0,0,2,1,1,0,0,0,0
neurofibroma <> pd-0325901,0,1,2,2,1,1,0,0,1,0
neurofibroma <> pirfenidone,0,1,1,2,0,1,0,1,0,0
neurofibroma <> rad 001,0,1,2,3,1,1,0,1,1,0
neurofibroma <> selumetinib,1,2,0,5,1,2,1,2,1,0
neurofibroma <> sirolimus,0,0,0,2,1,1,0,0,0,0
"neurofibromatosis type 1 <> 2-(2-oxo-2-((3,7,11-trimethyl-2,6,10-dodecatrienyl)oxy)aminoethyl)phosphonic acid, (2,2-dimethyl-1-oxopropoxy)methyl ester sodium",1,1,1,2,1,2,0,1,0,0
neurofibromatosis type 1 <> cetuximab,0,1,2,2,1,1,1,0,1,0
neurofibromatosis type 1 <> everolimus,0,1,2,3,1,2,0,1,2,0
neurofibromatosis type 1 <> imatinib,1,1,2,2,1,2,0,1,2,0
neurofibromatosis type 1 <> lamotrigine,1,1,3,2,1,1,1,0,1,0
neurofibromatosis type 1 <> lovastatin,1,1,3,4,2,5,3,1,5,0
neurofibromatosis type 1 <> mek inhibitor,1,3,1,5,2,5,2,3,4,0
"neurofibromatosis type 1 <> mesylate, imatinib",1,1,1,2,1,1,0,0,1,0
neurofibromatosis type 1 <> mitogen-activated protein kinase kinase 1 inhibitor,0,1,0,2,1,1,0,0,1,0
neurofibromatosis type 1 <> pd-0325901,1,1,3,3,3,6,1,1,5,0
neurofibromatosis type 1 <> pirfenidone,0,1,1,2,0,1,0,1,0,0
neurofibromatosis type 1 <> rad 001,0,1,2,3,1,2,0,1,2,0
neurofibromatosis type 1 <> sirolimus,1,2,4,4,3,8,2,1,6,0
neuromyelitis optica <> cetirizine,0,1,2,1,1,1,0,0,1,0
neuronal ceroid lipofuscinosis <> cerliponase alfa,1,1,1,5,1,1,1,0,1,0
neurotic disorder <> citalopram,0,2,1,1,1,1,1,0,1,0
neurotic disorder <> clonidine,1,4,10,4,6,12,4,5,10,0
neurotic disorder <> crf receptor antagonist,0,1,1,2,1,1,0,0,1,0
neurotic disorder <> dexmedetomidine,0,1,1,2,2,3,2,2,2,0
neurotic disorder <> gabapentin,0,1,1,1,1,1,0,1,1,0
neurotic disorder <> glucocorticoids,1,3,3,4,8,15,5,5,12,0
neurotic disorder <> ifenprodil,0,1,1,3,1,1,1,0,1,0
neurotic disorder <> lithium,0,1,1,1,1,1,1,0,0,0
neurotic disorder <> lorazepam,0,1,1,3,1,1,1,0,1,0
neurotic disorder <> modafinil,0,1,1,3,1,1,1,1,1,0
neurotic disorder <> neuropeptide y,1,3,5,5,5,15,9,11,13,0
neurotic disorder <> nmda receptor antagonist,0,2,2,4,2,2,1,2,2,0
"neurotic disorder <> oxide, nitrous",0,1,1,1,1,1,0,1,1,0
"neurotic disorder <> pregnanolone, (3beta, 5alpha)-isomer",1,2,4,3,2,5,0,1,5,0
neurotic disorder <> propofol,1,2,2,2,3,4,1,3,3,0
neurotic disorder <> riluzole,0,1,0,3,1,1,0,0,1,0
neurotic disorder <> sirolimus,0,1,1,2,1,1,1,0,0,0
neurotic disorder <> yohimbine,0,0,0,1,1,1,1,0,0,0
nf2-related schwannomatosis <> bevacizumab,0,1,0,2,1,1,0,0,0,0
nicotine dependence <> lorcaserin,1,2,3,2,2,4,0,1,4,0
nicotine dependence <> ondansetron,0,1,1,1,1,1,1,0,0,0
niemann-pick disease <> acetylcysteine,0,1,1,1,1,1,0,0,0,0
niemann-pick disease <> histone deacetylase inhibitor,0,1,1,2,1,1,0,0,1,0
niemann-pick disease <> vorinostat,0,1,1,1,1,1,0,1,1,0
nocturnal enuresis <> melatonin,1,1,1,0,1,1,0,0,1,0
noise induced hearing loss <> acetylcysteine,1,3,7,4,5,9,1,2,7,0
noise induced hearing loss <> d-methionine,0,4,7,3,3,5,1,3,5,0
noise induced hearing loss <> endogenous antioxidants,1,0,0,2,1,1,0,0,0,0
noise induced hearing loss <> hpn-07,1,1,2,2,1,1,0,1,1,0
noise induced hearing loss <> magnesium,1,2,1,4,3,3,1,2,3,0
nominal aphasia <> cholinesterase inhibitor,0,0,0,1,1,1,0,0,0,0
non-arteritic anterior ischemic optic neuropathy <> methylprednisolone,0,2,1,3,1,2,1,0,2,0
non-arteritic anterior ischemic optic neuropathy <> steroid,0,1,1,3,1,1,1,0,1,0
non-familial dilated cardiomyopathy <> carvedilol,0,1,1,0,1,1,0,0,0,0
obsessive-compulsive disorder <> aripiprazole,0,2,5,4,4,4,1,1,2,0
obsessive-compulsive disorder <> cannabinoid,0,2,3,2,2,2,0,1,1,0
obsessive-compulsive disorder <> dronabinol,0,2,3,1,2,2,0,1,1,0
obsessive-compulsive disorder <> ketamine,1,1,2,4,1,2,1,1,2,0
obsessive-compulsive disorder <> nmda antagonist,0,1,1,1,1,1,0,1,1,0
obsessive-compulsive disorder <> selective serotonin re-uptake inhibitor,0,1,2,1,2,2,0,1,1,0
obsessive-compulsive disorder <> serotonin reuptake inhibitors,1,2,3,3,3,4,0,1,4,0
obsessive-compulsive disorder <> sri,1,1,1,2,1,1,0,0,1,0
obsessive-compulsive personality disorder <> selective serotonin reuptake inhibitors,0,1,0,2,1,1,0,0,1,0
obsolete absence epilepsy <> levetiracetam,1,2,3,3,1,3,0,3,1,0
obsolete absence epilepsy <> topiramate,1,2,4,2,1,1,0,0,1,0
obsolete disorder involving pain <> 5-lipoxygenase (5-lox) inhibitor,0,1,0,0,1,1,0,0,0,0
"obsolete disorder involving pain <> acid, aminolevulinic",0,1,2,2,1,1,1,1,1,0
"obsolete disorder involving pain <> acid, ascorbic",0,2,2,3,2,2,0,0,1,0
obsolete disorder involving pain <> adenosine,0,2,4,2,4,5,2,2,5,0
obsolete disorder involving pain <> alendronate,1,2,2,3,2,2,0,0,1,0
obsolete disorder involving pain <> alpha2-adrenergic agonist,0,1,2,2,2,2,1,0,1,0
obsolete disorder involving pain <> arginine,1,3,8,4,9,26,4,7,23,0
obsolete disorder involving pain <> artemin,0,2,2,2,1,1,1,0,1,0
obsolete disorder involving pain <> asimadoline,0,1,1,1,1,1,1,0,1,0
obsolete disorder involving pain <> astaxanthin,0,1,1,2,2,2,1,1,2,0
"obsolete disorder involving pain <> b12, vitamin",0,1,1,3,1,1,0,0,1,0
obsolete disorder involving pain <> bicifadine,0,2,4,4,1,1,1,1,1,0
obsolete disorder involving pain <> calcitonin gene-related peptide,1,2,5,5,3,3,1,1,3,0
obsolete disorder involving pain <> cyclosporine,0,2,2,4,3,3,1,2,2,0
obsolete disorder involving pain <> cyproheptadine,0,1,1,1,1,1,1,1,0,0
obsolete disorder involving pain <> domperidone,0,1,1,3,1,1,1,0,1,0
obsolete disorder involving pain <> endogenous antioxidants,1,2,4,4,2,4,4,1,4,0
obsolete disorder involving pain <> ethosuximide,0,1,2,3,3,3,1,1,3,0
obsolete disorder involving pain <> etidronate,0,1,1,3,1,1,0,0,1,0
obsolete disorder involving pain <> ezogabine,0,2,4,3,2,3,1,1,2,0
obsolete disorder involving pain <> flupirtine,0,1,2,4,3,3,0,0,2,0
obsolete disorder involving pain <> gamma-aminobutyrate,0,2,4,5,6,7,2,3,6,0
obsolete disorder involving pain <> gamma-aminobutyric acid,0,2,4,5,5,6,2,3,5,0
obsolete disorder involving pain <> glutamate,1,2,4,3,6,6,3,3,6,0
obsolete disorder involving pain <> histamine antagonists,1,1,4,3,2,3,2,2,2,0
obsolete disorder involving pain <> hydroxyurea,1,2,3,3,3,3,0,0,2,0
obsolete disorder involving pain <> ibudilast,0,1,1,2,0,1,0,0,1,0
obsolete disorder involving pain <> imisopasem manganese,0,2,2,3,1,1,1,0,1,0
obsolete disorder involving pain <> kappa opioid,1,1,2,1,1,2,0,0,1,0
obsolete disorder involving pain <> lamictal,0,1,1,2,1,1,0,0,1,0
obsolete disorder involving pain <> letrozole,0,1,1,3,1,1,1,1,1,0
obsolete disorder involving pain <> lipopolysaccharide,0,1,1,2,1,1,1,1,1,0
obsolete disorder involving pain <> m40403,0,2,2,3,1,1,1,0,1,0
obsolete disorder involving pain <> manganese,0,2,2,3,1,1,1,0,1,0
obsolete disorder involving pain <> mek inhibitor,0,1,1,3,1,1,1,0,1,0
obsolete disorder involving pain <> methylnaltrexone,1,1,0,1,1,1,0,0,0,0
obsolete disorder involving pain <> methylphenidate,0,1,1,2,1,2,2,1,2,0
obsolete disorder involving pain <> minocycline,1,2,13,4,15,51,29,17,51,0
obsolete disorder involving pain <> monoclonal antibody,0,1,1,3,1,1,1,0,1,0
obsolete disorder involving pain <> nerve growth factor,0,2,5,3,5,7,4,3,7,0
obsolete disorder involving pain <> neurosteroids,0,2,2,2,3,3,2,2,2,0
obsolete disorder involving pain <> nmda receptor antagonists,0,1,0,2,1,1,0,0,0,0
obsolete disorder involving pain <> nmda-receptor antagonist,0,1,1,3,1,1,1,1,1,0
obsolete disorder involving pain <> non-narcotic analgesics,0,1,1,2,2,2,0,0,1,0
obsolete disorder involving pain <> nonsteroidal anti-inflammatory,1,1,1,0,1,1,0,0,0,0
obsolete disorder involving pain <> ns1209,0,2,1,3,1,1,1,0,1,0
obsolete disorder involving pain <> olanzapine,0,2,4,4,2,3,2,1,3,0
obsolete disorder involving pain <> opioid antagonist,1,2,7,4,6,9,2,3,8,0
"obsolete disorder involving pain <> oxide, nitric",0,1,1,3,1,1,0,0,1,0
obsolete disorder involving pain <> pentoxifylline,0,2,4,4,3,3,0,1,3,0
obsolete disorder involving pain <> pf-05089771,0,1,1,2,1,1,0,1,1,0
obsolete disorder involving pain <> physostigmine,0,1,1,2,1,1,0,0,1,0
"obsolete disorder involving pain <> pregnanolone, (3beta, 5alpha)-isomer",1,2,4,3,3,6,5,5,3,0
obsolete disorder involving pain <> pregnenolone,0,1,1,2,2,2,0,1,2,0
obsolete disorder involving pain <> resiniferatoxin,1,1,4,5,4,9,2,2,9,0
obsolete disorder involving pain <> rimonabant,0,2,2,3,1,1,0,0,1,0
obsolete disorder involving pain <> serotonin agents,0,2,2,2,1,1,1,0,1,0
obsolete disorder involving pain <> somatostatin,0,1,1,0,1,1,0,0,1,0
obsolete disorder involving pain <> somatostatin analog,1,2,2,2,1,1,0,0,1,0
obsolete disorder involving pain <> substance with interleukin 1 receptor antagonist mechanism of action,1,2,3,3,3,4,4,1,4,0
obsolete disorder involving pain <> tamoxifen,1,1,1,2,2,2,1,1,2,0
obsolete disorder involving pain <> tetracycline,0,1,1,2,1,1,0,0,1,0
obsolete disorder involving pain <> tro19622,0,1,2,4,1,1,1,1,1,0
obsolete disorder involving pain <> trpv1 antagonist,1,2,8,4,6,13,4,2,9,0
obsolete disorder involving pain <> vincristine,0,1,1,2,1,1,0,1,1,0
obsolete disorder involving pain <> yohimbine,1,2,8,4,14,31,11,11,25,0
obsolete disorder involving pain <> zolpidem,0,1,3,4,2,2,2,0,2,0
"obsolete epilepsy, absence <> antiepileptic",1,2,2,2,1,1,0,0,0,0
"obsolete epilepsy, absence <> topiramate",1,2,3,3,1,2,0,0,0,0
obsolete intracranial hemorrhage <> deferoxamine,1,3,2,4,1,2,1,0,2,0
