doc_id,doc_id_unique,ent_text,target
My_pdf46new_method,My_pdf46new_method_3115_3265,"Male adult rat offspring, 105 to 140 days of age and weighing 370 to 500 g were anesthetized with urethane (two injections of 0.75 g/kg, 30 min apart)",105-140 days
My_pdf46new_method,My_pdf46new_method_4387_4537,"Male adult rat offspring, 105 to 140 days of age and weighing 370 to 500 g were anesthetized with urethane (two injections of 0.75 g/kg, 30 min apart)",105-140 days
My_pdf262new_method,My_pdf262new_method_56_168,"Sixty-two 6-week-old female ICR mice were prepared from Nihon Clea Inc. (Tokyo, Japan) and divided into 3 groups",6 weeks
My_pdf580_method,My_pdf580_method_3523_3666,"Adult 8-10-week-old female C57BL/6 mice were anaesthetized with ketamine/xylazine, and a laminectomy was performed at the T9-10 vertebral level",8-10 weeks
My_pdf241new_method,My_pdf241new_method_41_348,"Adult male albino Wistar rats (3-5 months old), weighing 200-250 g (purchased from Indian Veterinary Research Institute, Izatnagar, India), were employed in the present study and were housed in animal house with free access to water and standard laboratory pellet chow diet (Kisan Feeds Ltd., Mumbai, India)",3-5 months
My_pdf301new_method,My_pdf301new_method_2302_2473,"Male APPswe/PSENldE9 transgenic mice aged 14-to 15-monthold (50 mice) were randomly divided into 5 groups, as well as age-matched non-transgenic mice (23 mice) as controls",14-15 months
My_pdf301new_method,My_pdf301new_method_3825_3996,"Male APPswe/PSENldE9 transgenic mice aged 14-to 15-monthold (50 mice) were randomly divided into 5 groups, as well as age-matched non-transgenic mice (23 mice) as controls",14-15 months
My_pdf350new_method,My_pdf350new_method_32_282,"Male Swiss albino and C57BL/6J mice (Charles River, Lyon, France) and CB1 (16) and CB2 (Jackson Laboratory, Bar Harbor, Massachusetts) constitutive knockout mice (8-10 weeks of age), weighing 26 g to 30 g at the beginning of the experiments were used",8-10 weeks
My_pdf286new_method,My_pdf286new_method_28_126,Craniotomies were performed on adult male Sprague-Dawley rats (220-250 g) under general anesthesia,adult
My_pdf10new_method,My_pdf10new_method_34_234,"A dult female Sprague-Dawley rats (Charles River Laboratories, Wilmington, Massachusetts), weighing 220 to 240 g, were used for all surgical procedures involving the production of a spinal cord injury",adult
My_pdf935_method,My_pdf935_method_260_386,"A total of 58 adult female C57BL/6J mice (10-12 weeks old; Charles River, Japan Inc., Yokohama, Japan) were used in this study",10-12 weeks
My_pdf994_method,My_pdf994_method_45_118,This study was conducted on 40 male adult albino rats weighing 200-250 g.,adult
My_pdf71new_method,My_pdf71new_method_495_679,"A total of 90 healthy 2-day-old Sprague Dawley (SD) rats (weight, 6-8 g) of both genders were purchased from Beijing Vital River Laboratory Animal Technology Co., Ltd. (Beijing, China)",2 days
My_pdf750_method,My_pdf750_method_5509_5712,"Seven-to-eight-week-old mice housed in individually ventilated cages were myeloablated with 125 mg/kg Busulfan (Busilvex; Pierre Fabre, Castres, France,) in five daily doses via intraperitoneal injection",7-8 weeks
My_pdf45new_method,My_pdf45new_method_28_91,Male Wistar rats weighing 270-390 g (10-13 weeks old) were used,10-13 weeks
My_pdf44new_method,My_pdf44new_method_1767_2000,"Both transgenic and littermate mice at 8 weeks of age were made diabetic by an injection of STZ (160 mg/kg i.p.) (Sigma, St. Louis, MO), and diabetic mice with blood glucose levels > 19.4 mmol/l and with constant glycosuria were used",8 weeks
My_pdf640_method,My_pdf640_method_573_926,"Neonatal mice and their nursing dams were exposed to 75% oxygen (PRO-OX110 chamber controller; Biospherix Ltd., New York, NY) from postnatal day seven (P7) to P12.$^{13-15}$ From P12 to P17, littermate mouse pups were daily intraperitoneally injected with lutein (0.2mg/kg, Sigma-Aldrich Co, St. Louis, MO)$^{5}$ or vehicle 10% dimethyl sulfoxide (DMSO)",7-12 days
My_pdf489new_method,My_pdf489new_method_270_444,"Eighty-four 6-week-old adult male Sprague-Dawley rats weighing 280-350 g (Animal Center of Third Military Medical University, Chongqing, China) were used in the present study",6 weeks
My_pdf64new_method,My_pdf64new_method_33_134,A total of 46 adult male Sprague-Dawley rats (Charles River) weighing between 425 and 475 g were used,adult
My_pdf157new_method,My_pdf157new_method_49_263,"Seven-month-old APP/PS1 male transgenic mice (Jackson Laboratory, stock NO.004462) were chosen as the experimental model for the initial stage of AD, and age-matched wild-type (WT) littermates were used as controls",7 months
My_pdf40new_method,My_pdf40new_method_31_130,A total of 66 adult female Wistar rats weighing between 250 and 300 g each were used for this study,adult
My_pdf670_method,My_pdf670_method_672_937,"InbredC57BL/6 male mice (∼ 24weeks ofage;25-30g inweight) were acquired by Charles River Laboratories (Wilmington, MA) and housed on 12-hour light/dark cycles in a temperature-controlled room (maintained at 22-24°C) with access to standard chow and water ad libitum",24 weeks
My_pdf684_method,My_pdf684_method_39_297,"Female C57BL/6 mice between 6 to 10 weeks were purchased from the Chinese Academy of Military Medical Science (Beijing, China), wild type and TLR4 knockout C57BL/10 mice were purchased from Model Animal Research Center of Nanjing University (Nanjing, China).",6-10 weeks
My_pdf697_method,My_pdf697_method_25_143,"Animals Adult (7-week-old) male ddY mice (Japan SLC, Hamamatsu, Japan), weighing 35-40 g, were used in the experiments",7 weeks
My_pdf836_method,My_pdf836_method_20_226,Adult male Wistar rats obtained from the Animal Resource Facility at the Instituto de Investigaciones Biomédicas (CSIC-UAM) were housed and maintained on food and water ad libitum in a 12 h dark-light cycle,adult
My_pdf836_method,My_pdf836_method_6734_6818,Adult male rats (n = 5 per group) of initial body weight between 250-300 g were used,adult
My_pdf455new_method,My_pdf455new_method_370_489,The trial was conducted with 35 male Wistar rats weighing 240 ± 10g (about 2-month-old) at the start of the experiments,2 months
My_pdf637_method,My_pdf637_method_995_1043,Treatment was initiated in 12-to 13months of age,12-13 months
My_pdf639_method,My_pdf639_method_1353_1468,"Six-week-old female BALB/c nu/nu mice were obtained from Shanghai Slac Laboratory Animal Co, Ltd. (Shanghai, China)",6 weeks
My_pdf665_method,My_pdf665_method_1899_2078,"Naive, adult rhesus monkeys (Macaca mulatta) were randomly selected from the purpose-bred colony of the Biomedical Primate Research Centre and housed under conventional conditions",adult
My_pdf806_method,My_pdf806_method_204_336,"Samples for RNA sequencing were obtained from injured female Yorkshire swine (37-45 kg; Michigan State University, East Lansing, MI)","

AGE NOT SPECIFIED"
My_pdf564new_method,My_pdf564new_method_2726_2899,"Male and female C57BL/6J mice, aged 5 to 7 weeks were administered ketamine (87 mg/kg body weight) and xylazine (13 mg/kg body weight) via an intraperitoneal (i.p) injection",5-7 weeks
My_pdf400new_method,My_pdf400new_method_394_503,Twenty-eight adult male Wistar rats (Rattus norvegicus albinus) weighing 250 to 350 g were used in this study,adult
My_pdf511new_method,My_pdf511new_method_482_743,"Sixty adult male Sprague-Dawley (SD) rats weighing 200-220 g, provided by the Experimental Animal Centre of the FMMU, were housed under controlled conditions with a 12-h light/dark cycle, temperature at 21 ± 2 °C, and 60-70% humidity for 1 week prior to surgery",adult
My_pdf899_method,My_pdf899_method_7484_7598,"Briefly, 8-week-old female mice were anesthetized using isoflurane (Henry Schein) and buprenorphine (Henry Schein)",8 weeks
My_pdf890_method,My_pdf890_method_830_1068,"Adult Swiss albino male mice (20-25 g) were habituated in vivarium under conditions of constant temperature (22-24 ° C, humidity 45-50 %) on a 12-h light-dark cycles and provided with chow (Hindustan lever Ltd, India) and water ad libitum",adult
My_pdf743_method,My_pdf743_method_5923_6134,Six week old syngeneic female Fisher F344/NCr (120-150 gm weight) rats (n=13) were purchased from the National Cancer Institute and housed in a temperature controlled animal facility with a 12 h light-dark cycle,6 weeks
My_pdf772_method,My_pdf772_method_3925_3979,"The experiment was performed in 8month-old, female SHR",8 months
My_pdf772_method,My_pdf772_method_4797_4860,"The experiment was performed in 6week-old, SHR-SP of either sex",6 weeks
My_pdf575new_method,My_pdf575new_method_72_273,"Six-eight weeks old Sprague-Dawley (SD) rats (Center of Experimental Animals, Nantong University, China) were kept on a 12-h light/dark cycle, and housed individually with free access to food and water",6-8 weeks
My_pdf450new_method,My_pdf450new_method_36_185,"Adult male Sprague-Dawley rats (250-280 g) were obtained from the Experimental Animal Center of the Fourth Military Medical University (Xi'an, China)",adult
My_pdf159new_method,My_pdf159new_method_140_311,"Adult male C57BL/6J mice (The Jackson Laboratory, Bar Harbor, ME) weighing 25 to 32 g were anesthetized with ketamine (100 mg/kg) and xylazine (10 mg/kg) intraperitoneally",adult
My_pdf780_method,My_pdf780_method_1759_1936,"Ninety-six male C57BL/6J mice (10-11 weeks old), weighing 24-27 g, were obtained from the Shanghai Experimental Animal Center of the Chinese Academy of Science (Shanghai, China)",10-11 weeks
My_pdf921_method,My_pdf921_method_441_631,"Bortezomib (Velcade™, hereafter abbreviated as VLCD) treatment (1 mg/kg) was administered to MB mice or WT mice on postnatal day 21 (P21) by intraperitoneal injection once a week for 3 weeks",21 days
My_pdf584_method,My_pdf584_method_20_181,"Male Sprague-Dawley rats (23-24 days old; weighing 60-80 g) were procured from Charles River Laboratories, Wilmington, MA, and housed under controlled conditions",23-24 days
My_pdf742_method,My_pdf742_method_3618_3735,We immunized C57BL/6 mice (8-12 weeks old) with 10 m g of KLH or 100 m g of MOG peptide in CFA into the hind footpads,8-12 weeks
My_pdf421new_method,My_pdf421new_method_31_228,"Male Sprague-Dawley rats (n=65, 7 days old, clean grade, weighing 20±5g) were purchased from Beijing Golden Muyang Experimental Animal Breeding Co Ltd (certificate number: SCXK (Beijing) 2010-0001)",7 days
My_pdf431new_method,My_pdf431new_method_34_108,Experiments were carried out on adult male Wistar rats weighing 250-300 g.,adult
My_pdf520new_method,My_pdf520new_method_34_183,The experiments were carried out in male A 훃 PP/PS1 mice and wild-type littermates aged 6 months (early symptomatic phase) at the outset of the study,6 months
My_pdf716_method,My_pdf716_method_647_760,"Mutant lad-2, spas-1, Y54G2A.2 were scored for paralysis from adult day 1 to adult day 12 as described previously",1-12 days
My_pdf716_method,My_pdf716_method_6446_6533,One to three days old female flies were dissected and processed as previously described,1-3 days
My_pdf720_method,My_pdf720_method_777_911,"Twelve Tg2576 transgenic mice (25-30 g, 9 months old) were treated with gastrodin (60 mg/kg daily) in their drinking water for 15 days",9 months
My_pdf790_method,My_pdf790_method_218_336,"Four rhesus macaques (Macaca mulatta) of Chinese origin, approximately 9 to 10 years old, were used in the experiment.",9-10 years
My_pdf417new_method,My_pdf417new_method_34_161,"A total of 36 male Lewis rats, weighing 160-180 g, aged 6-8 weeks, were purchased from Vital River Corporation (Beijing, China)",6-8 weeks
My_pdf673_method,My_pdf673_method_63_190,Male SD rats aged 4-5 weeks were obtained from Guiyang Medical Animal Center (Certificate of Conformity: scxk (Qian) 2002-0001),4-5 weeks
My_pdf881_method,My_pdf881_method_496_705,"Ten-month-old male senescence accelerated mice prone 8 (SAMP8) weighing approximately 30 g were obtained from the Laboratory Animal Center of Tianjin University of Traditional Chinese Medicine (Tianjin, China)",10 months
My_pdf174new_method,My_pdf174new_method_770_848,Four-to six-week-old female BALB/c mice were purchased from Lanzhou University,4-6 weeks
My_pdf174new_method,My_pdf174new_method_1018_1141,Four-to six-week-old female BALB/c mice were chosen to adopt subcutaneous and intramuscular injection for activated EMCV as,4-6 weeks
My_pdf174new_method,My_pdf174new_method_1149_1156,antigen,"

AGE NOT SPECIFIED"
My_pdf174new_method,My_pdf174new_method_9720_9829,"Sixty 4-to 6-week-old female BALB/c mice were randomly divided into five groups of A, B, C, D, and E (n = 12)",4-6 weeks
My_pdf860_method,My_pdf860_method_9960_10073,"Male mice (10-14 weeks old, ICR) received i.p. injections of MPTP (20 mg/kg) once daily for five consecutive days",10-14 weeks
My_pdf746_method,My_pdf746_method_440_544,"Adult (2-4 mos) male C57BL/6, Lmx1b f/f, and Lmx1b f/f/p mice from our colony were used in these studies",2-4 months
My_pdf231new_method,My_pdf231new_method_1341_1451,Thirty adult Wistar albino rats with a mean weight of 250 g were randomly divided into three groups of 10 each,adult
My_pdf690_method,My_pdf690_method_54_250,"Forty adult, clean, female, Sprague-Dawley rats aged 3 months and weighing 280-330 g, were obtained from Jianyang Shuoda Science and Technology Ltd., China (Certification No. SCXK (Chuan) 2008-24)",3 months
My_pdf801_method,My_pdf801_method_65_158,"Female adult (10 weeks old) C57BL/6J mice were purchased from Harlan (Horst, The Netherlands)",10 weeks
My_pdf475new_method,My_pdf475new_method_31_107,Female Brown Norway (BN) rats 8-10 weeks of age were used in all experiments,8-10 weeks
My_pdf411new_method,My_pdf411new_method_41_187,"Experiments were performed on adult male Sprague-Dawley rats (Charles River Laboratories, L'abresle, France) weighing 200-225 g before experiments",adult
My_pdf726_method,My_pdf726_method_393_461,This 3-day study used a total of 36 randomized mice (4.5-0.5 months),4.5-0.5 months
